"PATH_NAME","FILE_NAME","IMAGE_OBSERVATION_TYPE","FRAME_ID","FILTER_NAME","FILTER_NUMBER","PLANET_DAY_NUMBER","SURFACE_BASED_INST_AZIMUTH","SURFACE_BASED_INST_ELEVATION","BROWSE"
"mars/seq0165/c1247xxx/    ","i648656r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","233.1920","-25.8792","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i648656r.jpg"
"mars/seq0165/c1247xxx/    ","i649021r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","222.5230","-25.9462","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i649021r.jpg"
"mars/seq0165/c1247xxx/    ","i649390r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","211.8440","-26.1547","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i649390r.jpg"
"mars/seq0165/c1247xxx/    ","i649748r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","201.1440","-26.4976","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i649748r.jpg"
"mars/seq0165/c1247xxx/    ","i650111r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","190.4110","-26.9633","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i650111r.jpg"
"mars/seq0165/c1247xxx/    ","i650475r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","179.6360","-27.5360","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i650475r.jpg"
"mars/seq0165/c1247xxx/    ","i650840r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","168.8050","-28.1958","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i650840r.jpg"
"mars/seq0165/c1247xxx/    ","i651205r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","157.9100","-28.9196","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i651205r.jpg"
"mars/seq0165/c1247xxx/    ","i651688r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","146.9390","-29.6817","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i651688r.jpg"
"mars/seq0165/c1247xxx/    ","i651980r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","135.8850","-30.4544","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i651980r.jpg"
