"PATH_NAME","FILE_NAME","IMAGE_OBSERVATION_TYPE","FRAME_ID","FILTER_NAME","FILTER_NUMBER","PLANET_DAY_NUMBER","SURFACE_BASED_INST_AZIMUTH","SURFACE_BASED_INST_ELEVATION","BROWSE"
"mars/seq0164/c1247xxx/    ","i557198r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0010","299.2850","-4.4970","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0164/c1247xxx/i557198r.jpg"
"mars/seq0164/c1247xxx/    ","i557560r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0010","288.2690","-3.8213","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0164/c1247xxx/i557560r.jpg"
"mars/seq0164/c1247xxx/    ","i557922r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0010","277.2570","-3.2298","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0164/c1247xxx/i557922r.jpg"
"mars/seq0164/c1247xxx/    ","i558285r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0010","266.2450","-2.7443","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0164/c1247xxx/i558285r.jpg"
"mars/seq0164/c1247xxx/    ","i558648r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0010","255.2320","-2.3825","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0164/c1247xxx/i558648r.jpg"
"mars/seq0165/c1247xxx/    ","i648147r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","244.2190","-2.1579","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i648147r.jpg"
"mars/seq0165/c1247xxx/    ","i648511r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","233.2040","-2.0787","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i648511r.jpg"
"mars/seq0165/c1247xxx/    ","i648876r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","222.1890","-2.1479","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i648876r.jpg"
"mars/seq0165/c1247xxx/    ","i649240r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","211.1760","-2.3628","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i649240r.jpg"
"mars/seq0165/c1247xxx/    ","i649609r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","200.1630","-2.7157","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i649609r.jpg"
"mars/seq0165/c1247xxx/    ","i649972r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","189.1510","-3.1934","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i649972r.jpg"
"mars/seq0165/c1247xxx/    ","i650333r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","178.1390","-3.7784","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i650333r.jpg"
"mars/seq0165/c1247xxx/    ","i650699r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","167.1240","-4.4491","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i650699r.jpg"
"mars/seq0165/c1247xxx/    ","i651065r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","156.1020","-5.1808","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i651065r.jpg"
"mars/seq0165/c1247xxx/    ","i651465r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","145.0690","-5.9467","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i651465r.jpg"
"mars/seq0165/c1247xxx/    ","i651867r.img","REGULAR     ","RIGHT    ","L440_R440     ","0","0011","134.0210","-6.7183","https://planetarydata.jpl.nasa.gov/img/data/mpf/imp/mpim_0001/browse/mars/seq0165/c1247xxx/i651867r.jpg"
